DataZone,InterZone,MMWard,Council,SPConst,CHP,HBCode
S01012153,S02002278,S13002753,S12000038,S16000136,S03000020,S08000021
S01012154,S02002278,S13002753,S12000038,S16000136,S03000020,S08000021
S01012155,S02002278,S13002753,S12000038,S16000136,S03000020,S08000021
S01012156,S02002278,S13002753,S12000038,S16000136,S03000020,S08000021
S01012157,S02002278,S13002753,S12000038,S16000136,S03000020,S08000021
S01012158,S02002278,S13002753,S12000038,S16000136,S03000020,S08000021
S01012159,S02002279,S13002751,S12000038,S16000139,S03000020,S08000021
S01012160,S02002279,S13002751,S12000038,S16000139,S03000020,S08000021
S01012161,S02002279,S13002751,S12000038,S16000139,S03000020,S08000021
S01012162,S02002279,S13002751,S12000038,S16000139,S03000020,S08000021
S01012163,S02002279,S13002751,S12000038,S16000139,S03000020,S08000021
S01012164,S02002279,S13002751,S12000038,S16000139,S03000020,S08000021
S01012165,S02002279,S13002750,S12000038,S16000139,S03000020,S08000021
S01012166,S02002279,S13002750,S12000038,S16000139,S03000020,S08000021
S01012167,S02002279,S13002750,S12000038,S16000139,S03000020,S08000021
S01012168,S02002280,S13002750,S12000038,S16000139,S03000020,S08000021
S01012169,S02002280,S13002751,S12000038,S16000139,S03000020,S08000021
S01012170,S02002280,S13002751,S12000038,S16000139,S03000020,S08000021
S01012171,S02002280,S13002751,S12000038,S16000139,S03000020,S08000021
S01012172,S02002280,S13002751,S12000038,S16000139,S03000020,S08000021
S01012173,S02002280,S13002751,S12000038,S16000139,S03000020,S08000021
S01012174,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012175,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012176,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012177,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012178,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012179,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012180,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012181,S02002281,S13002750,S12000038,S16000139,S03000020,S08000021
S01012182,S02002282,S13002750,S12000038,S16000139,S03000020,S08000021
S01012183,S02002282,S13002750,S12000038,S16000139,S03000020,S08000021
S01012184,S02002282,S13002750,S12000038,S16000139,S03000020,S08000021
S01012185,S02002282,S13002750,S12000038,S16000139,S03000020,S08000021
S01012186,S02002282,S13002750,S12000038,S16000139,S03000020,S08000021
S01012187,S02002282,S13002750,S12000038,S16000139,S03000020,S08000021
S01012188,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012189,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012190,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012191,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012192,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012193,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012194,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012195,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012196,S02002283,S13002760,S12000038,S16000139,S03000020,S08000021
S01012197,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012198,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012199,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012200,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012201,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012202,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012203,S02002284,S13002760,S12000038,S16000139,S03000020,S08000021
S01012204,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012205,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012206,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012207,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012208,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012209,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012210,S02002285,S13002760,S12000038,S16000139,S03000020,S08000021
S01012211,S02002286,S13002759,S12000038,S16000139,S03000020,S08000021
S01012212,S02002286,S13002759,S12000038,S16000139,S03000020,S08000021
S01012213,S02002286,S13002759,S12000038,S16000139,S03000020,S08000021
S01012214,S02002286,S13002759,S12000038,S16000139,S03000020,S08000021
S01012215,S02002286,S13002759,S12000038,S16000139,S03000020,S08000021
S01012216,S02002286,S13002759,S12000038,S16000139,S03000020,S08000021
S01012217,S02002287,S13002758,S12000038,S16000140,S03000020,S08000021
S01012218,S02002287,S13002758,S12000038,S16000140,S03000020,S08000021
S01012219,S02002287,S13002758,S12000038,S16000140,S03000020,S08000021
S01012220,S02002287,S13002758,S12000038,S16000140,S03000020,S08000021
S01012221,S02002287,S13002758,S12000038,S16000140,S03000020,S08000021
S01012222,S02002287,S13002758,S12000038,S16000140,S03000020,S08000021
S01012223,S02002288,S13002758,S12000038,S16000140,S03000020,S08000021
S01012224,S02002288,S13002758,S12000038,S16000140,S03000020,S08000021
S01012225,S02002288,S13002758,S12000038,S16000140,S03000020,S08000021
S01012226,S02002288,S13002758,S12000038,S16000140,S03000020,S08000021
S01012227,S02002288,S13002758,S12000038,S16000140,S03000020,S08000021
S01012228,S02002288,S13002758,S12000038,S16000140,S03000020,S08000021
S01012229,S02002289,S13002758,S12000038,S16000140,S03000020,S08000021
S01012230,S02002289,S13002758,S12000038,S16000140,S03000020,S08000021
S01012231,S02002289,S13002758,S12000038,S16000140,S03000020,S08000021
S01012232,S02002289,S13002758,S12000038,S16000140,S03000020,S08000021
S01012233,S02002290,S13002758,S12000038,S16000139,S03000020,S08000021
S01012234,S02002290,S13002758,S12000038,S16000139,S03000020,S08000021
S01012235,S02002290,S13002758,S12000038,S16000139,S03000020,S08000021
S01012236,S02002290,S13002758,S12000038,S16000139,S03000020,S08000021
S01012237,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012238,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012239,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012240,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012241,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012242,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012243,S02002291,S13002759,S12000038,S16000139,S03000020,S08000021
S01012244,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012245,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012246,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012247,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012248,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012249,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012250,S02002292,S13002761,S12000026,S16000131,S03000004,S08000016
S01012251,S02002293,S13002761,S12000026,S16000131,S03000004,S08000016
S01012252,S02002293,S13002761,S12000026,S16000131,S03000004,S08000016
S01012253,S02002293,S13002761,S12000026,S16000131,S03000004,S08000016
S01012254,S02002293,S13002761,S12000026,S16000131,S03000004,S08000016
S01012255,S02002293,S13002761,S12000026,S16000131,S03000004,S08000016
S01012256,S02002294,S13002762,S12000026,S16000131,S03000004,S08000016
S01012257,S02002294,S13002762,S12000026,S16000131,S03000004,S08000016
S01012258,S02002294,S13002762,S12000026,S16000131,S03000004,S08000016
S01012259,S02002294,S13002762,S12000026,S16000131,S03000004,S08000016
S01012260,S02002294,S13002762,S12000026,S16000131,S03000004,S08000016
S01012261,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012262,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012263,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012264,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012265,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012266,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012267,S02002295,S13002762,S12000026,S16000131,S03000004,S08000016
S01012268,S02002296,S13002765,S12000026,S16000131,S03000004,S08000016
S01012269,S02002296,S13002765,S12000026,S16000131,S03000004,S08000016
S01012270,S02002296,S13002765,S12000026,S16000131,S03000004,S08000016
S01012271,S02002296,S13002763,S12000026,S16000131,S03000004,S08000016
S01012272,S02002296,S13002763,S12000026,S16000131,S03000004,S08000016
S01012273,S02002296,S13002762,S12000026,S16000131,S03000004,S08000016
S01012274,S02002297,S13002763,S12000026,S16000131,S03000004,S08000016
S01012275,S02002297,S13002763,S12000026,S16000131,S03000004,S08000016
S01012276,S02002297,S13002763,S12000026,S16000131,S03000004,S08000016
S01012277,S02002297,S13002763,S12000026,S16000131,S03000004,S08000016
S01012278,S02002298,S13002763,S12000026,S16000131,S03000004,S08000016
S01012279,S02002298,S13002763,S12000026,S16000131,S03000004,S08000016
S01012280,S02002298,S13002763,S12000026,S16000131,S03000004,S08000016
S01012281,S02002298,S13002763,S12000026,S16000131,S03000004,S08000016
S01012282,S02002299,S13002763,S12000026,S16000131,S03000004,S08000016
S01012283,S02002299,S13002763,S12000026,S16000131,S03000004,S08000016
S01012284,S02002299,S13002763,S12000026,S16000131,S03000004,S08000016
S01012285,S02002299,S13002763,S12000026,S16000131,S03000004,S08000016
S01012286,S02002300,S13002763,S12000026,S16000131,S03000004,S08000016
S01012287,S02002300,S13002763,S12000026,S16000131,S03000004,S08000016
S01012288,S02002300,S13002763,S12000026,S16000131,S03000004,S08000016
S01012289,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012290,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012291,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012292,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012293,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012294,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012295,S02002301,S13002765,S12000026,S16000131,S03000004,S08000016
S01012296,S02002302,S13002765,S12000026,S16000131,S03000004,S08000016
S01012297,S02002302,S13002765,S12000026,S16000131,S03000004,S08000016
S01012298,S02002302,S13002765,S12000026,S16000131,S03000004,S08000016
S01012299,S02002302,S13002765,S12000026,S16000131,S03000004,S08000016
S01012300,S02002303,S13002766,S12000026,S16000111,S03000004,S08000016
S01012301,S02002303,S13002766,S12000026,S16000111,S03000004,S08000016
S01012302,S02002303,S13002766,S12000026,S16000111,S03000004,S08000016
S01012303,S02002303,S13002766,S12000026,S16000111,S03000004,S08000016
S01012304,S02002303,S13002766,S12000026,S16000111,S03000004,S08000016
S01012305,S02002304,S13002766,S12000026,S16000111,S03000004,S08000016
S01012306,S02002304,S13002766,S12000026,S16000111,S03000004,S08000016
S01012307,S02002304,S13002766,S12000026,S16000111,S03000004,S08000016
S01012308,S02002304,S13002766,S12000026,S16000111,S03000004,S08000016
S01012309,S02002305,S13002767,S12000026,S16000111,S03000004,S08000016
S01012310,S02002305,S13002767,S12000026,S16000111,S03000004,S08000016
S01012311,S02002305,S13002767,S12000026,S16000111,S03000004,S08000016
S01012312,S02002305,S13002767,S12000026,S16000111,S03000004,S08000016
S01012313,S02002305,S13002767,S12000026,S16000111,S03000004,S08000016
S01012314,S02002306,S13002767,S12000026,S16000111,S03000004,S08000016
S01012315,S02002306,S13002767,S12000026,S16000111,S03000004,S08000016
S01012316,S02002306,S13002767,S12000026,S16000111,S03000004,S08000016
S01012317,S02002306,S13002767,S12000026,S16000111,S03000004,S08000016
S01012318,S02002306,S13002767,S12000026,S16000111,S03000004,S08000016
S01012319,S02002307,S13002766,S12000026,S16000111,S03000004,S08000016
S01012320,S02002307,S13002767,S12000026,S16000111,S03000004,S08000016
S01012321,S02002307,S13002767,S12000026,S16000111,S03000004,S08000016
S01012322,S02002307,S13002767,S12000026,S16000111,S03000004,S08000016
S01012323,S02002307,S13002767,S12000026,S16000111,S03000004,S08000016
S01012324,S02002308,S13002766,S12000026,S16000111,S03000004,S08000016
S01012325,S02002308,S13002766,S12000026,S16000111,S03000004,S08000016
S01012326,S02002308,S13002766,S12000026,S16000111,S03000004,S08000016
S01012327,S02002308,S13002766,S12000026,S16000111,S03000004,S08000016
S01012328,S02002309,S13002768,S12000026,S16000111,S03000004,S08000016
S01012329,S02002309,S13002768,S12000026,S16000111,S03000004,S08000016
S01012330,S02002309,S13002768,S12000026,S16000111,S03000004,S08000016
S01012331,S02002309,S13002768,S12000026,S16000111,S03000004,S08000016
S01012332,S02002309,S13002768,S12000026,S16000111,S03000004,S08000016
S01012333,S02002309,S13002768,S12000026,S16000111,S03000004,S08000016
S01012334,S02002310,S13002768,S12000026,S16000111,S03000004,S08000016
S01012335,S02002310,S13002768,S12000026,S16000111,S03000004,S08000016
S01012336,S02002310,S13002768,S12000026,S16000111,S03000004,S08000016
S01012337,S02002310,S13002768,S12000026,S16000111,S03000004,S08000016
S01012338,S02002311,S13002768,S12000026,S16000111,S03000004,S08000016
S01012339,S02002311,S13002768,S12000026,S16000111,S03000004,S08000016
S01012340,S02002311,S13002768,S12000026,S16000111,S03000004,S08000016
S01012341,S02002312,S13002769,S12000026,S16000111,S03000004,S08000016
S01012342,S02002312,S13002769,S12000026,S16000111,S03000004,S08000016
S01012343,S02002312,S13002769,S12000026,S16000111,S03000004,S08000016
S01012344,S02002313,S13002764,S12000026,S16000111,S03000004,S08000016
S01012345,S02002313,S13002764,S12000026,S16000111,S03000004,S08000016
S01012346,S02002313,S13002769,S12000026,S16000111,S03000004,S08000016
S01012347,S02002313,S13002769,S12000026,S16000111,S03000004,S08000016
S01012348,S02002313,S13002769,S12000026,S16000111,S03000004,S08000016
S01012349,S02002314,S13002769,S12000026,S16000111,S03000004,S08000016
S01012350,S02002314,S13002769,S12000026,S16000111,S03000004,S08000016
S01012351,S02002314,S13002769,S12000026,S16000111,S03000004,S08000016
S01012352,S02002314,S13002769,S12000026,S16000111,S03000004,S08000016
S01012353,S02002314,S13002769,S12000026,S16000111,S03000004,S08000016
S01012354,S02002315,S13002771,S12000026,S16000111,S03000004,S08000016
S01012355,S02002315,S13002771,S12000026,S16000111,S03000004,S08000016
S01012356,S02002315,S13002770,S12000026,S16000111,S03000004,S08000016
S01012357,S02002315,S13002770,S12000026,S16000111,S03000004,S08000016
S01012358,S02002315,S13002770,S12000026,S16000111,S03000004,S08000016
S01012359,S02002316,S13002770,S12000026,S16000111,S03000004,S08000016
S01012360,S02002316,S13002770,S12000026,S16000111,S03000004,S08000016
S01012361,S02002316,S13002770,S12000026,S16000111,S03000004,S08000016
S01012362,S02002316,S13002770,S12000026,S16000111,S03000004,S08000016
S01012363,S02002317,S13002771,S12000026,S16000111,S03000004,S08000016
S01012364,S02002317,S13002771,S12000026,S16000111,S03000004,S08000016
S01012365,S02002317,S13002771,S12000026,S16000111,S03000004,S08000016
S01012366,S02002317,S13002771,S12000026,S16000111,S03000004,S08000016
S01012367,S02002317,S13002771,S12000026,S16000111,S03000004,S08000016
S01012368,S02002318,S13002770,S12000026,S16000111,S03000004,S08000016
S01012369,S02002318,S13002771,S12000026,S16000111,S03000004,S08000016
S01012370,S02002318,S13002771,S12000026,S16000111,S03000004,S08000016
S01012371,S02002318,S13002771,S12000026,S16000111,S03000004,S08000016
S01012372,S02002319,S13002770,S12000026,S16000111,S03000004,S08000016
S01012373,S02002319,S13002770,S12000026,S16000111,S03000004,S08000016
S01012374,S02002319,S13002770,S12000026,S16000111,S03000004,S08000016
S01012375,S02002319,S13002770,S12000026,S16000111,S03000004,S08000016
S01012376,S02002320,S13002764,S12000026,S16000111,S03000004,S08000016
S01012377,S02002320,S13002764,S12000026,S16000111,S03000004,S08000016
S01012378,S02002320,S13002764,S12000026,S16000111,S03000004,S08000016
S01012379,S02002320,S13002764,S12000026,S16000111,S03000004,S08000016
S01012380,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012381,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012382,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012383,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012384,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012385,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012386,S02002321,S13002764,S12000026,S16000111,S03000004,S08000016
S01012387,S02002322,S13002776,S12000027,S16000142,S03000037,S08000026
S01012388,S02002322,S13002776,S12000027,S16000142,S03000037,S08000026
S01012389,S02002322,S13002776,S12000027,S16000142,S03000037,S08000026
S01012390,S02002322,S13002776,S12000027,S16000142,S03000037,S08000026
S01012391,S02002323,S13002778,S12000027,S16000142,S03000037,S08000026
S01012392,S02002323,S13002778,S12000027,S16000142,S03000037,S08000026
S01012393,S02002323,S13002778,S12000027,S16000142,S03000037,S08000026
S01012394,S02002323,S13002778,S12000027,S16000142,S03000037,S08000026
S01012395,S02002324,S13002778,S12000027,S16000142,S03000037,S08000026
S01012396,S02002324,S13002778,S12000027,S16000142,S03000037,S08000026
S01012397,S02002324,S13002778,S12000027,S16000142,S03000037,S08000026
S01012398,S02002324,S13002777,S12000027,S16000142,S03000037,S08000026
S01012399,S02002324,S13002778,S12000027,S16000142,S03000037,S08000026
S01012400,S02002324,S13002777,S12000027,S16000142,S03000037,S08000026
S01012401,S02002324,S13002777,S12000027,S16000142,S03000037,S08000026
S01012402,S02002325,S13002775,S12000027,S16000142,S03000037,S08000026
S01012403,S02002325,S13002775,S12000027,S16000142,S03000037,S08000026
S01012404,S02002325,S13002775,S12000027,S16000142,S03000037,S08000026
S01012405,S02002325,S13002774,S12000027,S16000142,S03000037,S08000026
S01012406,S02002326,S13002773,S12000027,S16000142,S03000037,S08000026
S01012407,S02002326,S13002774,S12000027,S16000142,S03000037,S08000026
S01012408,S02002326,S13002774,S12000027,S16000142,S03000037,S08000026
S01012409,S02002326,S13002774,S12000027,S16000142,S03000037,S08000026
S01012410,S02002327,S13002773,S12000027,S16000142,S03000037,S08000026
S01012411,S02002327,S13002773,S12000027,S16000142,S03000037,S08000026
S01012412,S02002327,S13002773,S12000027,S16000142,S03000037,S08000026
S01012413,S02002328,S13002772,S12000027,S16000142,S03000037,S08000026
S01012414,S02002328,S13002772,S12000027,S16000142,S03000037,S08000026
S01012415,S02002328,S13002772,S12000027,S16000142,S03000037,S08000026
S01012416,S02002328,S13002772,S12000027,S16000142,S03000037,S08000026
S01012417,S02002329,S13002786,S12000028,S16000087,S03000003,S08000015
S01012418,S02002329,S13002786,S12000028,S16000087,S03000003,S08000015
S01012419,S02002329,S13002786,S12000028,S16000087,S03000003,S08000015
S01012420,S02002329,S13002786,S12000028,S16000087,S03000003,S08000015
S01012421,S02002329,S13002785,S12000028,S16000087,S03000003,S08000015
S01012422,S02002329,S13002785,S12000028,S16000087,S03000003,S08000015
S01012423,S02002329,S13002785,S12000028,S16000087,S03000003,S08000015
S01012424,S02002330,S13002786,S12000028,S16000087,S03000003,S08000015
S01012425,S02002330,S13002786,S12000028,S16000087,S03000003,S08000015
S01012426,S02002330,S13002786,S12000028,S16000087,S03000003,S08000015
S01012427,S02002330,S13002786,S12000028,S16000087,S03000003,S08000015
S01012428,S02002330,S13002786,S12000028,S16000087,S03000003,S08000015
S01012429,S02002331,S13002786,S12000028,S16000087,S03000003,S08000015
S01012430,S02002331,S13002786,S12000028,S16000087,S03000003,S08000015
S01012431,S02002331,S13002786,S12000028,S16000087,S03000003,S08000015
S01012432,S02002331,S13002786,S12000028,S16000087,S03000003,S08000015
S01012433,S02002331,S13002786,S12000028,S16000087,S03000003,S08000015
S01012434,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012435,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012436,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012437,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012438,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012439,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012440,S02002332,S13002785,S12000028,S16000087,S03000003,S08000015
S01012441,S02002333,S13002785,S12000028,S16000087,S03000003,S08000015
S01012442,S02002333,S13002785,S12000028,S16000087,S03000003,S08000015
S01012443,S02002333,S13002785,S12000028,S16000087,S03000003,S08000015
S01012444,S02002333,S13002783,S12000028,S16000084,S03000003,S08000015
S01012445,S02002333,S13002783,S12000028,S16000084,S03000003,S08000015
S01012446,S02002334,S13002785,S12000028,S16000087,S03000003,S08000015
S01012447,S02002334,S13002785,S12000028,S16000087,S03000003,S08000015
S01012448,S02002334,S13002785,S12000028,S16000087,S03000003,S08000015
S01012449,S02002334,S13002785,S12000028,S16000087,S03000003,S08000015
S01012450,S02002334,S13002785,S12000028,S16000087,S03000003,S08000015
S01012451,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012452,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012453,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012454,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012455,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012456,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012457,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012458,S02002335,S13002783,S12000028,S16000084,S03000003,S08000015
S01012459,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012460,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012461,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012462,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012463,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012464,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012465,S02002336,S13002782,S12000028,S16000084,S03000003,S08000015
S01012466,S02002337,S13002782,S12000028,S16000084,S03000003,S08000015
S01012467,S02002337,S13002782,S12000028,S16000084,S03000003,S08000015
S01012468,S02002337,S13002782,S12000028,S16000084,S03000003,S08000015
S01012469,S02002337,S13002782,S12000028,S16000084,S03000003,S08000015
S01012470,S02002337,S13002782,S12000028,S16000084,S03000003,S08000015
S01012471,S02002337,S13002782,S12000028,S16000084,S03000003,S08000015
S01012472,S02002337,S13002783,S12000028,S16000084,S03000003,S08000015
S01012473,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012474,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012475,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012476,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012477,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012478,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012479,S02002338,S13002782,S12000028,S16000084,S03000003,S08000015
S01012480,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012481,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012482,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012483,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012484,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012485,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012486,S02002339,S13002783,S12000028,S16000084,S03000003,S08000015
S01012487,S02002340,S13002781,S12000028,S16000084,S03000003,S08000015
S01012488,S02002340,S13002781,S12000028,S16000084,S03000003,S08000015
S01012489,S02002340,S13002781,S12000028,S16000084,S03000003,S08000015
S01012490,S02002340,S13002781,S12000028,S16000084,S03000003,S08000015
S01012491,S02002340,S13002783,S12000028,S16000084,S03000003,S08000015
S01012492,S02002340,S13002783,S12000028,S16000084,S03000003,S08000015
S01012493,S02002341,S13002783,S12000028,S16000084,S03000003,S08000015
S01012494,S02002341,S13002781,S12000028,S16000084,S03000003,S08000015
S01012495,S02002341,S13002781,S12000028,S16000084,S03000003,S08000015
S01012496,S02002342,S13002781,S12000028,S16000084,S03000003,S08000015
S01012497,S02002342,S13002781,S12000028,S16000084,S03000003,S08000015
S01012498,S02002342,S13002781,S12000028,S16000084,S03000003,S08000015
S01012499,S02002342,S13002781,S12000028,S16000084,S03000003,S08000015
S01012500,S02002343,S13002781,S12000028,S16000084,S03000003,S08000015
S01012501,S02002343,S13002781,S12000028,S16000084,S03000003,S08000015
S01012502,S02002343,S13002781,S12000028,S16000084,S03000003,S08000015
S01012503,S02002343,S13002781,S12000028,S16000084,S03000003,S08000015
S01012504,S02002343,S13002781,S12000028,S16000084,S03000003,S08000015
S01012505,S02002343,S13002781,S12000028,S16000084,S03000003,S08000015
S01012506,S02002344,S13002780,S12000028,S16000084,S03000003,S08000015
S01012507,S02002344,S13002781,S12000028,S16000084,S03000003,S08000015
S01012508,S02002344,S13002781,S12000028,S16000084,S03000003,S08000015
S01012509,S02002344,S13002781,S12000028,S16000084,S03000003,S08000015
S01012510,S02002344,S13002781,S12000028,S16000084,S03000003,S08000015
S01012511,S02002344,S13002781,S12000028,S16000084,S03000003,S08000015
S01012512,S02002345,S13002780,S12000028,S16000084,S03000003,S08000015
S01012513,S02002345,S13002780,S12000028,S16000084,S03000003,S08000015
S01012514,S02002345,S13002780,S12000028,S16000084,S03000003,S08000015
S01012515,S02002345,S13002780,S12000028,S16000084,S03000003,S08000015
S01012516,S02002345,S13002780,S12000028,S16000084,S03000003,S08000015
S01012517,S02002345,S13002781,S12000028,S16000084,S03000003,S08000015
S01012518,S02002346,S13002780,S12000028,S16000084,S03000003,S08000015
S01012519,S02002346,S13002780,S12000028,S16000084,S03000003,S08000015
S01012520,S02002346,S13002780,S12000028,S16000084,S03000003,S08000015
S01012521,S02002346,S13002780,S12000028,S16000084,S03000003,S08000015
S01012522,S02002346,S13002780,S12000028,S16000084,S03000003,S08000015
S01012523,S02002346,S13002780,S12000028,S16000084,S03000003,S08000015
S01012524,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012525,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012526,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012527,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012528,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012529,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012530,S02002347,S13002780,S12000028,S16000084,S03000003,S08000015
S01012531,S02002348,S13002784,S12000028,S16000087,S03000003,S08000015
S01012532,S02002348,S13002784,S12000028,S16000087,S03000003,S08000015
S01012533,S02002348,S13002780,S12000028,S16000084,S03000003,S08000015
S01012534,S02002348,S13002780,S12000028,S16000084,S03000003,S08000015
S01012535,S02002349,S13002785,S12000028,S16000087,S03000003,S08000015
S01012536,S02002349,S13002784,S12000028,S16000087,S03000003,S08000015
S01012537,S02002349,S13002784,S12000028,S16000087,S03000003,S08000015
S01012538,S02002349,S13002784,S12000028,S16000087,S03000003,S08000015
S01012539,S02002349,S13002784,S12000028,S16000087,S03000003,S08000015
S01012540,S02002349,S13002784,S12000028,S16000087,S03000003,S08000015
S01012541,S02002349,S13002784,S12000028,S16000087,S03000003,S08000015
S01012542,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012543,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012544,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012545,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012546,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012547,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012548,S02002350,S13002784,S12000028,S16000087,S03000003,S08000015
S01012549,S02002351,S13002779,S12000028,S16000084,S03000003,S08000015
S01012550,S02002351,S13002779,S12000028,S16000084,S03000003,S08000015
S01012551,S02002351,S13002779,S12000028,S16000084,S03000003,S08000015
